Entity,Code,Year,Population - Sex: male - Age: all - Variant: estimates
Senegal,SEN,2012,6601140
Senegal,SEN,2013,6809915
Senegal,SEN,2014,7047528
Senegal,SEN,2015,7286798
Senegal,SEN,2016,7527853
Senegal,SEN,2017,7770158
Senegal,SEN,2018,8013225
Senegal,SEN,2019,8256601
Senegal,SEN,2020,8499024
Senegal,SEN,2021,8738690
Senegal,SEN,2022,8976179
Senegal,SEN,2023,9197807
Serbia,SRB,1950,2881705
Serbia,SRB,1951,2914702
Serbia,SRB,1952,2948758
Serbia,SRB,1953,2985414
Serbia,SRB,1954,3023999
Serbia,SRB,1955,3061859
Serbia,SRB,1956,3097355
Serbia,SRB,1957,3130573
Serbia,SRB,1958,3161413
Serbia,SRB,1959,3189953
Serbia,SRB,1960,3217391
Serbia,SRB,1961,3248372
Serbia,SRB,1962,3283671
Serbia,SRB,1963,3319199
Serbia,SRB,1964,3353907
Serbia,SRB,1965,3388181
Serbia,SRB,1966,3422116
Serbia,SRB,1967,3455542
Serbia,SRB,1968,3488045
Serbia,SRB,1969,3518852
Serbia,SRB,1970,3547194
Serbia,SRB,1971,3573106
Serbia,SRB,1972,3597526
Serbia,SRB,1973,3621422
Serbia,SRB,1974,3645544
Serbia,SRB,1975,3670127
Serbia,SRB,1976,3694514
Serbia,SRB,1977,3717455
Serbia,SRB,1978,3738012
Serbia,SRB,1979,3755984
Serbia,SRB,1980,3771855
Serbia,SRB,1981,3784687
Serbia,SRB,1982,3793227
Serbia,SRB,1983,3798177
Serbia,SRB,1984,3800486
Serbia,SRB,1985,3800753
Serbia,SRB,1986,3799362
Serbia,SRB,1987,3796732
Serbia,SRB,1988,3792920
Serbia,SRB,1989,3787608
Serbia,SRB,1990,3780291
Serbia,SRB,1991,3772262
Serbia,SRB,1992,3764125
Serbia,SRB,1993,3754609
Serbia,SRB,1994,3744215
Serbia,SRB,1995,3733594
Serbia,SRB,1996,3722474
Serbia,SRB,1997,3710138
Serbia,SRB,1998,3695310
Serbia,SRB,1999,3675624
Serbia,SRB,2000,3651421
Serbia,SRB,2001,3625973
Serbia,SRB,2002,3606958
Serbia,SRB,2003,3595979
Serbia,SRB,2004,3586174
Serbia,SRB,2005,3575560
Serbia,SRB,2006,3564501
Serbia,SRB,2007,3553234
Serbia,SRB,2008,3541973
Serbia,SRB,2009,3530733
Serbia,SRB,2010,3519257
Serbia,SRB,2011,3507036
Serbia,SRB,2012,3488871
Serbia,SRB,2013,3465312
Serbia,SRB,2014,3441634
Serbia,SRB,2015,3417616
Serbia,SRB,2016,3393225
Serbia,SRB,2017,3368506
Serbia,SRB,2018,3343695
Serbia,SRB,2019,3318709
Serbia,SRB,2020,3291011
Serbia,SRB,2021,3256229
Serbia,SRB,2022,3230992
Serbia,SRB,2023,3216677
Singapore,SGP,1950,524665
Singapore,SGP,1951,555934
Singapore,SGP,1952,589113
Singapore,SGP,1953,624229
Singapore,SGP,1954,661270
Singapore,SGP,1955,700223
Singapore,SGP,1956,740867
Singapore,SGP,1957,778305
Singapore,SGP,1958,807671
Singapore,SGP,1959,832888
Singapore,SGP,1960,857960
Singapore,SGP,1961,882874
Singapore,SGP,1962,907624
Singapore,SGP,1963,932190
Singapore,SGP,1964,956563
Singapore,SGP,1965,980680
Singapore,SGP,1966,1004280
Singapore,SGP,1967,1027073
Singapore,SGP,1968,1048749
Singapore,SGP,1969,1069190
Singapore,SGP,1970,1087762
Singapore,SGP,1971,1104267
Singapore,SGP,1972,1119978
Singapore,SGP,1973,1135679
Singapore,SGP,1974,1150964
Singapore,SGP,1975,1165499
Singapore,SGP,1976,1179398
Singapore,SGP,1977,1192581
Singapore,SGP,1978,1204905
Singapore,SGP,1979,1216606
Singapore,SGP,1980,1240097
Singapore,SGP,1981,1287657
Singapore,SGP,1982,1336339
Singapore,SGP,1983,1365895
Singapore,SGP,1984,1383190
Singapore,SGP,1985,1389685
Singapore,SGP,1986,1393984
Singapore,SGP,1987,1412531
Singapore,SGP,1988,1446818
Singapore,SGP,1989,1492530
Singapore,SGP,1990,1541738
Singapore,SGP,1991,1586274
Singapore,SGP,1992,1629908
Singapore,SGP,1993,1678097
Singapore,SGP,1994,1732340
Singapore,SGP,1995,1798848
Singapore,SGP,1996,1878796
Singapore,SGP,1997,1959911
Singapore,SGP,1998,2018289
Singapore,SGP,1999,2044185
Singapore,SGP,2000,2071128
Singapore,SGP,2001,2107266
Singapore,SGP,2002,2113162
Singapore,SGP,2003,2096788
Singapore,SGP,2004,2108552
Singapore,SGP,2005,2160057
Singapore,SGP,2006,2243303
Singapore,SGP,2007,2364793
Singapore,SGP,2008,2497999
Singapore,SGP,2009,2590233
Singapore,SGP,2010,2642171
Singapore,SGP,2011,2694207
Singapore,SGP,2012,2758146
Singapore,SGP,2013,2816051
Singapore,SGP,2014,2857028
Singapore,SGP,2015,2887449
Singapore,SGP,2016,2902715
Singapore,SGP,2017,2897014
Singapore,SGP,2018,2904612
Singapore,SGP,2019,2931787
Singapore,SGP,2020,2909606
Singapore,SGP,2021,2866601
Singapore,SGP,2022,2919700
Singapore,SGP,2023,2992384
Slovakia,SVK,1950,1681985
Slovakia,SVK,1951,1713762
Slovakia,SVK,1952,1749919
Slovakia,SVK,1953,1787219
Slovakia,SVK,1954,1824515
Slovakia,SVK,1955,1862258
Slovakia,SVK,1956,1900277
Slovakia,SVK,1957,1937144
Slovakia,SVK,1958,1972449
Slovakia,SVK,1959,2005445
Slovakia,SVK,1960,2037363
Slovakia,SVK,1961,2069624
Slovakia,SVK,1962,2095527
Slovakia,SVK,1963,2116570
Slovakia,SVK,1964,2138589
Slovakia,SVK,1965,2159349
Slovakia,SVK,1966,2177443
Slovakia,SVK,1967,2193347
Slovakia,SVK,1968,2207420
Slovakia,SVK,1969,2220224
Slovakia,SVK,1970,2234061
Slovakia,SVK,1971,2250063
Slovakia,SVK,1972,2268543
Slovakia,SVK,1973,2289217
Slovakia,SVK,1974,2311513
Slovakia,SVK,1975,2334472
Slovakia,SVK,1976,2358002
Slovakia,SVK,1977,2381613
Slovakia,SVK,1978,2404299
Slovakia,SVK,1979,2426612
Slovakia,SVK,1980,2446737
Slovakia,SVK,1981,2464095
Slovakia,SVK,1982,2480502
Slovakia,SVK,1983,2495934
Slovakia,SVK,1984,2510363
Slovakia,SVK,1985,2524306
Slovakia,SVK,1986,2537021
Slovakia,SVK,1987,2548047
Slovakia,SVK,1988,2557793
Slovakia,SVK,1989,2565634
Slovakia,SVK,1990,2571428
Slovakia,SVK,1991,2578806
Slovakia,SVK,1992,2587717
Slovakia,SVK,1993,2595989
Slovakia,SVK,1994,2603010
Slovakia,SVK,1995,2607218
Slovakia,SVK,1996,2610135
Slovakia,SVK,1997,2612725
Slovakia,SVK,1998,2613975
Slovakia,SVK,1999,2614185
Slovakia,SVK,2000,2613760
Slovakia,SVK,2001,2613024
Slovakia,SVK,2002,2612402
Slovakia,SVK,2003,2611853
Slovakia,SVK,2004,2612189
Slovakia,SVK,2005,2613081
Slovakia,SVK,2006,2613700
Slovakia,SVK,2007,2614323
Slovakia,SVK,2008,2615939
Slovakia,SVK,2009,2619770
Slovakia,SVK,2010,2624119
Slovakia,SVK,2011,2628152
Slovakia,SVK,2012,2632559
Slovakia,SVK,2013,2636147
Slovakia,SVK,2014,2639227
Slovakia,SVK,2015,2642756
Slovakia,SVK,2016,2647466
Slovakia,SVK,2017,2652710
Slovakia,SVK,2018,2657472
Slovakia,SVK,2019,2661924
Slovakia,SVK,2020,2664409
Slovakia,SVK,2021,2658241
Slovakia,SVK,2022,2672672
Slovakia,SVK,2023,2694220
South Africa,ZAF,1950,6762539
South Africa,ZAF,1951,6895172
South Africa,ZAF,1952,7035935
South Africa,ZAF,1953,7182686
South Africa,ZAF,1954,7336271
South Africa,ZAF,1955,7498807
South Africa,ZAF,1956,7669912
South Africa,ZAF,1957,7849102
South Africa,ZAF,1958,8034541
South Africa,ZAF,1959,8228945
South Africa,ZAF,1960,8436594
South Africa,ZAF,1961,8661654
South Africa,ZAF,1962,8904332
South Africa,ZAF,1963,9158961
South Africa,ZAF,1964,9423627
South Africa,ZAF,1965,9698411
South Africa,ZAF,1966,9984587
South Africa,ZAF,1967,10282506
South Africa,ZAF,1968,10589870
South Africa,ZAF,1969,10904849
South Africa,ZAF,1970,11224875
South Africa,ZAF,1971,11555543
South Africa,ZAF,1972,11901558
South Africa,ZAF,1973,12258325
South Africa,ZAF,1974,12620260
South Africa,ZAF,1975,12985232
South Africa,ZAF,1976,13348897
South Africa,ZAF,1977,13726798
South Africa,ZAF,1978,14125299
South Africa,ZAF,1979,14528948
South Africa,ZAF,1980,14980010
South Africa,ZAF,1981,15488845
South Africa,ZAF,1982,16024099
South Africa,ZAF,1983,16584376
South Africa,ZAF,1984,17158633
South Africa,ZAF,1985,17744482
South Africa,ZAF,1986,18341282
South Africa,ZAF,1987,18943365
South Africa,ZAF,1988,19548926
South Africa,ZAF,1989,20149695
South Africa,ZAF,1990,20733553
South Africa,ZAF,1991,21205468
South Africa,ZAF,1992,21450806
South Africa,ZAF,1993,22056384
South Africa,ZAF,1994,22274117
South Africa,ZAF,1995,21944971
South Africa,ZAF,1996,21764176
South Africa,ZAF,1997,21717954
South Africa,ZAF,1998,21981564
South Africa,ZAF,1999,22219288
South Africa,ZAF,2000,22416068
South Africa,ZAF,2001,22610216
South Africa,ZAF,2002,22845608
South Africa,ZAF,2003,23107346
South Africa,ZAF,2004,23377401
South Africa,ZAF,2005,23652458
South Africa,ZAF,2006,23931645
South Africa,ZAF,2007,24219590
South Africa,ZAF,2008,24532415
South Africa,ZAF,2009,24857426
South Africa,ZAF,2010,25184584
South Africa,ZAF,2011,25530066
South Africa,ZAF,2012,25940754
South Africa,ZAF,2013,26403118
South Africa,ZAF,2014,26890673
South Africa,ZAF,2015,27529276
South Africa,ZAF,2016,27780552
South Africa,ZAF,2017,27904840
South Africa,ZAF,2018,28401155
South Africa,ZAF,2019,28892231
South Africa,ZAF,2020,29381178
South Africa,ZAF,2021,29853370
South Africa,ZAF,2022,30305844
South Africa,ZAF,2023,30750474
South Korea,KOR,1950,10089465
South Korea,KOR,1951,10018328
South Korea,KOR,1952,10144219
South Korea,KOR,1953,10415241
South Korea,KOR,1954,10751397
South Korea,KOR,1955,11129884
South Korea,KOR,1956,11516746
South Korea,KOR,1957,11911600
South Korea,KOR,1958,12319766
South Korea,KOR,1959,12732859
South Korea,KOR,1960,13142893
South Korea,KOR,1961,13518341
South Korea,KOR,1962,13859320
South Korea,KOR,1963,14192900
South Korea,KOR,1964,14508782
South Korea,KOR,1965,14793710
South Korea,KOR,1966,15079545
South Korea,KOR,1967,15399822
South Korea,KOR,1968,15734723
South Korea,KOR,1969,16068370
South Korea,KOR,1970,16408691
South Korea,KOR,1971,16764507
South Korea,KOR,1972,17132132
South Korea,KOR,1973,17498281
South Korea,KOR,1974,17854609
South Korea,KOR,1975,18172470
South Korea,KOR,1976,18431423
South Korea,KOR,1977,18658116
South Korea,KOR,1978,18872129
South Korea,KOR,1979,19081889
South Korea,KOR,1980,19294158
South Korea,KOR,1981,19564794
South Korea,KOR,1982,19894334
South Korea,KOR,1983,20215158
South Korea,KOR,1984,20514885
South Korea,KOR,1985,20795318
South Korea,KOR,1986,21096896
South Korea,KOR,1987,21424620
South Korea,KOR,1988,21753732
South Korea,KOR,1989,22086860
South Korea,KOR,1990,22397808
South Korea,KOR,1991,22598266
South Korea,KOR,1992,22718938
South Korea,KOR,1993,22853962
South Korea,KOR,1994,22996875
South Korea,KOR,1995,23136770
South Korea,KOR,1996,23285918
South Korea,KOR,1997,23444769
South Korea,KOR,1998,23597630
South Korea,KOR,1999,23742872
South Korea,KOR,2000,23887089
South Korea,KOR,2001,24021272
South Korea,KOR,2002,24130659
South Korea,KOR,2003,24220935
South Korea,KOR,2004,24295849
South Korea,KOR,2005,24355329
South Korea,KOR,2006,24416622
South Korea,KOR,2007,24490411
South Korea,KOR,2008,24568988
South Korea,KOR,2009,24655067
South Korea,KOR,2010,24755454
South Korea,KOR,2011,24895993
South Korea,KOR,2012,25068876
South Korea,KOR,2013,25241688
South Korea,KOR,2014,25412648
South Korea,KOR,2015,25576748
South Korea,KOR,2016,25698153
South Korea,KOR,2017,25775550
South Korea,KOR,2018,25836218
South Korea,KOR,2019,25882766
South Korea,KOR,2020,25903433
South Korea,KOR,2021,25876233
South Korea,KOR,2022,25840653
South Korea,KOR,2023,25831859
Spain,ESP,1950,13509385
Spain,ESP,1951,13587891
Spain,ESP,1952,13692912
Spain,ESP,1953,13816469
Spain,ESP,1954,13938625
Spain,ESP,1955,14064071
Spain,ESP,1956,14190651
Spain,ESP,1957,14322825
Spain,ESP,1958,14471626
Spain,ESP,1959,14626802
Spain,ESP,1960,14768082
Spain,ESP,1961,14921674
Spain,ESP,1962,15096020
Spain,ESP,1963,15269506
Spain,ESP,1964,15453318
Spain,ESP,1965,15640037
Spain,ESP,1966,15820011
Spain,ESP,1967,15999661
Spain,ESP,1968,16176211
Spain,ESP,1969,16341810
Spain,ESP,1970,16502816
Spain,ESP,1971,16678170
Spain,ESP,1972,16872449
Spain,ESP,1973,17069625
Spain,ESP,1974,17301204
Spain,ESP,1975,17532771
Spain,ESP,1976,17727398
Spain,ESP,1977,17918799
Spain,ESP,1978,18099552
Spain,ESP,1979,18264971
Spain,ESP,1980,18419371
Spain,ESP,1981,18559020
Spain,ESP,1982,18679101
Spain,ESP,1983,18783852
Spain,ESP,1984,18877112
Spain,ESP,1985,18958879
Spain,ESP,1986,19024212
Spain,ESP,1987,19079001
Spain,ESP,1988,19124382
Spain,ESP,1989,19156083
Spain,ESP,1990,19174946
Spain,ESP,1991,19227984
Spain,ESP,1992,19336954
Spain,ESP,1993,19453163
Spain,ESP,1994,19557032
Spain,ESP,1995,19653514
Spain,ESP,1996,19744656
Spain,ESP,1997,19837137
Spain,ESP,1998,19934439
Spain,ESP,1999,20032701
Spain,ESP,2000,20136662
Spain,ESP,2001,20249134
Spain,ESP,2002,20519086
Spain,ESP,2003,20922072
Spain,ESP,2004,21316399
Spain,ESP,2005,21711232
Spain,ESP,2006,22100136
Spain,ESP,2007,22532925
Spain,ESP,2008,22910294
Spain,ESP,2009,23102179
Spain,ESP,2010,23183199
Spain,ESP,2011,23238102
Spain,ESP,2012,23218589
Spain,ESP,2013,23107376
Spain,ESP,2014,23013115
Spain,ESP,2015,22979317
Spain,ESP,2016,22987354
Spain,ESP,2017,23037198
Spain,ESP,2018,23136077
Spain,ESP,2019,23299594
Spain,ESP,2020,23417246
Spain,ESP,2021,23442948
Spain,ESP,2022,23485641
Spain,ESP,2023,23524421
Sri Lanka,LKA,1950,4245736
Sri Lanka,LKA,1951,4307765
Sri Lanka,LKA,1952,4375480
Sri Lanka,LKA,1953,4448202
Sri Lanka,LKA,1954,4525266
Sri Lanka,LKA,1955,4606240
Sri Lanka,LKA,1956,4691092
Sri Lanka,LKA,1957,4781472
Sri Lanka,LKA,1958,4879380
Sri Lanka,LKA,1959,4984465
Sri Lanka,LKA,1960,5094839
Sri Lanka,LKA,1961,5208825
Sri Lanka,LKA,1962,5326169
Sri Lanka,LKA,1963,5447018
Sri Lanka,LKA,1964,5571400
Sri Lanka,LKA,1965,5698337
Sri Lanka,LKA,1966,5826912
Sri Lanka,LKA,1967,5958725
Sri Lanka,LKA,1968,6093253
Sri Lanka,LKA,1969,6227353
Sri Lanka,LKA,1970,6359222
Sri Lanka,LKA,1971,6486556
Sri Lanka,LKA,1972,6610016
Sri Lanka,LKA,1973,6730790
Sri Lanka,LKA,1974,6847856
Sri Lanka,LKA,1975,6964028
Sri Lanka,LKA,1976,7082473
Sri Lanka,LKA,1977,7203396
Sri Lanka,LKA,1978,7328543
Sri Lanka,LKA,1979,7458184
Sri Lanka,LKA,1980,7587189
Sri Lanka,LKA,1981,7707522
Sri Lanka,LKA,1982,7795187
Sri Lanka,LKA,1983,7839490
Sri Lanka,LKA,1984,7858115
Sri Lanka,LKA,1985,7900352
Sri Lanka,LKA,1986,7984159
Sri Lanka,LKA,1987,8066270
Sri Lanka,LKA,1988,8135874
Sri Lanka,LKA,1989,8207205
Sri Lanka,LKA,1990,8245165
Sri Lanka,LKA,1991,8293552
Sri Lanka,LKA,1992,8412454
Sri Lanka,LKA,1993,8543556
Sri Lanka,LKA,1994,8656610
Sri Lanka,LKA,1995,8789303
Sri Lanka,LKA,1996,8948706
Sri Lanka,LKA,1997,9109012
Sri Lanka,LKA,1998,9271370
Sri Lanka,LKA,1999,9433973
Sri Lanka,LKA,2000,9596659
Sri Lanka,LKA,2001,9737007
Sri Lanka,LKA,2002,9820731
Sri Lanka,LKA,2003,9871597
Sri Lanka,LKA,2004,9918438
Sri Lanka,LKA,2005,9962013
Sri Lanka,LKA,2006,10008152
Sri Lanka,LKA,2007,10054867
Sri Lanka,LKA,2008,10098031
Sri Lanka,LKA,2009,10133989
Sri Lanka,LKA,2010,10168192
Sri Lanka,LKA,2011,10209050
Sri Lanka,LKA,2012,10275042
Sri Lanka,LKA,2013,10364108
Sri Lanka,LKA,2014,10452684
Sri Lanka,LKA,2015,10537981
Sri Lanka,LKA,2016,10622464
Sri Lanka,LKA,2017,10704943
Sri Lanka,LKA,2018,10781892
Sri Lanka,LKA,2019,10855237
Sri Lanka,LKA,2020,10926057
Sri Lanka,LKA,2021,10990304
Sri Lanka,LKA,2022,11052406
Sri Lanka,LKA,2023,11115844
Sweden,SWE,1950,3495873
Sweden,SWE,1951,3523460
Sweden,SWE,1952,3549146
Sweden,SWE,1953,3573050
Sweden,SWE,1954,3594304
Sweden,SWE,1955,3619475
Sweden,SWE,1956,3647517
Sweden,SWE,1957,3674553
Sweden,SWE,1958,3698841
Sweden,SWE,1959,3718658
Sweden,SWE,1960,3733918
Sweden,SWE,1961,3751584
Sweden,SWE,1962,3772618
Sweden,SWE,1963,3793931
Sweden,SWE,1964,3823228
Sweden,SWE,1965,3861269
Sweden,SWE,1966,3899723
Sweden,SWE,1967,3929942
Sweden,SWE,1968,3950752
Sweden,SWE,1969,3977970
Sweden,SWE,1970,4016176
Sweden,SWE,1971,4042147
Sweden,SWE,1972,4050084
Sweden,SWE,1973,4053098
Sweden,SWE,1974,4061199
Sweden,SWE,1975,4074591
Sweden,SWE,1976,4086979
Sweden,SWE,1977,4098637
Sweden,SWE,1978,4107084
Sweden,SWE,1979,4112553
Sweden,SWE,1980,4117690
Sweden,SWE,1981,4119218
Sweden,SWE,1982,4117991
Sweden,SWE,1983,4116765
Sweden,SWE,1984,4118393
Sweden,SWE,1985,4123861
Sweden,SWE,1986,4132317
Sweden,SWE,1987,4145028
Sweden,SWE,1988,4164181
Sweden,SWE,1989,4193905
Sweden,SWE,1990,4227942
Sweden,SWE,1991,4257186
Sweden,SWE,1992,4282475
Sweden,SWE,1993,4307652
Sweden,SWE,1994,4338467
Sweden,SWE,1995,4361014
Sweden,SWE,1996,4367750
Sweden,SWE,1997,4370729
Sweden,SWE,1998,4373762
Sweden,SWE,1999,4377932
Sweden,SWE,2000,4386550
Sweden,SWE,2001,4400775
Sweden,SWE,2002,4418024
Sweden,SWE,2003,4437179
Sweden,SWE,2004,4456787
Sweden,SWE,2005,4476677
Sweden,SWE,2006,4505187
Sweden,SWE,2007,4543827
Sweden,SWE,2008,4583934
Sweden,SWE,2009,4626478
Sweden,SWE,2010,4669746
Sweden,SWE,2011,4708645
Sweden,SWE,2012,4746488
Sweden,SWE,2013,4790238
Sweden,SWE,2014,4843376
Sweden,SWE,2015,4901705
Sweden,SWE,2016,4972256
Sweden,SWE,2017,5048118
Sweden,SWE,2018,5112673
Sweden,SWE,2019,5169243
Sweden,SWE,2020,5209470
Sweden,SWE,2021,5242007
Sweden,SWE,2022,5279781
Sweden,SWE,2023,5313529
Switzerland,CHE,1950,2261398
Switzerland,CHE,1951,2288829
Switzerland,CHE,1952,2321046
Switzerland,CHE,1953,2353367
Switzerland,CHE,1954,2385147
Switzerland,CHE,1955,2417123
Switzerland,CHE,1956,2449400
Switzerland,CHE,1957,2482038
Switzerland,CHE,1958,2515331
Switzerland,CHE,1959,2548700
Switzerland,CHE,1960,2581166
Switzerland,CHE,1961,2634873
Switzerland,CHE,1962,2706338
Switzerland,CHE,1963,2768579
Switzerland,CHE,1964,2817697
Switzerland,CHE,1965,2852699
Switzerland,CHE,1966,2884844
Switzerland,CHE,1967,2923053
Switzerland,CHE,1968,2962183
Switzerland,CHE,1969,2997419
Switzerland,CHE,1970,3019619
Switzerland,CHE,1971,3035333
Switzerland,CHE,1972,3058083
Switzerland,CHE,1973,3078846
Switzerland,CHE,1974,3093258
Switzerland,CHE,1975,3089695
Switzerland,CHE,1976,3069812
Switzerland,CHE,1977,3057635
Switzerland,CHE,1978,3056510
Switzerland,CHE,1979,3061962
Switzerland,CHE,1980,3074210
Switzerland,CHE,1981,3092023
Switzerland,CHE,1982,3111579
Switzerland,CHE,1983,3125882
Switzerland,CHE,1984,3137981
Switzerland,CHE,1985,3152996
Switzerland,CHE,1986,3170359
Switzerland,CHE,1987,3191128
Switzerland,CHE,1988,3215664
Switzerland,CHE,1989,3243545
Switzerland,CHE,1990,3278271
Switzerland,CHE,1991,3320157
Switzerland,CHE,1992,3357821
Switzerland,CHE,1993,3389011
Switzerland,CHE,1994,3416236
Switzerland,CHE,1995,3438697
Switzerland,CHE,1996,3453385
Switzerland,CHE,1997,3461666
Switzerland,CHE,1998,3472189
Switzerland,CHE,1999,3489832
Switzerland,CHE,2000,3510216
Switzerland,CHE,2001,3530924
Switzerland,CHE,2002,3557789
Switzerland,CHE,2003,3586645
Switzerland,CHE,2004,3613489
Switzerland,CHE,2005,3639032
Switzerland,CHE,2006,3664359
Switzerland,CHE,2007,3701581
Switzerland,CHE,2008,3755224
Switzerland,CHE,2009,3806962
Switzerland,CHE,2010,3853626
Switzerland,CHE,2011,3900809
Switzerland,CHE,2012,3946397
Switzerland,CHE,2013,3996216
Switzerland,CHE,2014,4048767
Switzerland,CHE,2015,4098440
Switzerland,CHE,2016,4148243
Switzerland,CHE,2017,4190852
Switzerland,CHE,2018,4222837
Switzerland,CHE,2019,4254233
Switzerland,CHE,2020,4287101
Switzerland,CHE,2021,4321809
Switzerland,CHE,2022,4365223
Switzerland,CHE,2023,4405219
Taiwan,TWN,1950,3902241
Taiwan,TWN,1951,4037364
Taiwan,TWN,1952,4183042
Taiwan,TWN,1953,4337558
Taiwan,TWN,1954,4499807
Taiwan,TWN,1955,4672666
Taiwan,TWN,1956,4862353
Taiwan,TWN,1957,5077114
Taiwan,TWN,1958,5306889
Taiwan,TWN,1959,5538379
Taiwan,TWN,1960,5772855
Taiwan,TWN,1961,6010996
Taiwan,TWN,1962,6252975
Taiwan,TWN,1963,6499194
Taiwan,TWN,1964,6747476
Taiwan,TWN,1965,6993575
Taiwan,TWN,1966,7235745
Taiwan,TWN,1967,7429422
Taiwan,TWN,1968,7574510
Taiwan,TWN,1969,7716417
Taiwan,TWN,1970,7851080
Taiwan,TWN,1971,7994807
Taiwan,TWN,1972,8152758
Taiwan,TWN,1973,8308189
Taiwan,TWN,1974,8458856
Taiwan,TWN,1975,8597503
Taiwan,TWN,1976,8759006
Taiwan,TWN,1977,8952305
Taiwan,TWN,1978,9149002
Taiwan,TWN,1979,9351046
Taiwan,TWN,1980,9544678
Taiwan,TWN,1981,9715401
Taiwan,TWN,1982,9870816
Taiwan,TWN,1983,10019281
Taiwan,TWN,1984,10159894
Taiwan,TWN,1985,10290532
Taiwan,TWN,1986,10406381
Taiwan,TWN,1987,10511269
Taiwan,TWN,1988,10616265
Taiwan,TWN,1989,10715765
Taiwan,TWN,1990,10805991
Taiwan,TWN,1991,10893060
Taiwan,TWN,1992,10979178
Taiwan,TWN,1993,11060331
Taiwan,TWN,1994,11133847
Taiwan,TWN,1995,11204077
Taiwan,TWN,1996,11272743
Taiwan,TWN,1997,11342251
Taiwan,TWN,1998,11407478
Taiwan,TWN,1999,11490969
Taiwan,TWN,2000,11516745
Taiwan,TWN,2001,11515994
Taiwan,TWN,2002,11563810
Taiwan,TWN,2003,11598096
Taiwan,TWN,2004,11623249
Taiwan,TWN,2005,11643655
Taiwan,TWN,2006,11665365
Taiwan,TWN,2007,11686970
Taiwan,TWN,2008,11702925
Taiwan,TWN,2009,11714165
Taiwan,TWN,2010,11715727
Taiwan,TWN,2011,11716780
Taiwan,TWN,2012,11732276
Taiwan,TWN,2013,11748738
Taiwan,TWN,2014,11758214
Taiwan,TWN,2015,11769049
Taiwan,TWN,2016,11778769
Taiwan,TWN,2017,11782163
Taiwan,TWN,2018,11777191
Taiwan,TWN,2019,11767892
Taiwan,TWN,2020,11749437
Taiwan,TWN,2021,11690862
Taiwan,TWN,2022,11615567
Taiwan,TWN,2023,11553631
Thailand,THA,1950,10254841
Thailand,THA,1951,10531624
Thailand,THA,1952,10820764
Thailand,THA,1953,11119406
Thailand,THA,1954,11429068
Thailand,THA,1955,11751587
Thailand,THA,1956,12086184
Thailand,THA,1957,12432517
Thailand,THA,1958,12786124
Thailand,THA,1959,13153878
Thailand,THA,1960,13542212
Thailand,THA,1961,13946922
Thailand,THA,1962,14367046
Thailand,THA,1963,14802325
Thailand,THA,1964,15251850
Thailand,THA,1965,15714859
Thailand,THA,1966,16187389
Thailand,THA,1967,16667127
Thailand,THA,1968,17153066
Thailand,THA,1969,17641891
Thailand,THA,1970,18135108
Thailand,THA,1971,18629242
Thailand,THA,1972,19129948
Thailand,THA,1973,19638814
Thailand,THA,1974,20142427
Thailand,THA,1975,20636010
Thailand,THA,1976,21113015
Thailand,THA,1977,21584001
Thailand,THA,1978,22051981
Thailand,THA,1979,22510376
Thailand,THA,1980,22968386
Thailand,THA,1981,23422859
Thailand,THA,1982,23874080
Thailand,THA,1983,24331198
Thailand,THA,1984,24789335
Thailand,THA,1985,25243937
Thailand,THA,1986,25693285
Thailand,THA,1987,26137162
Thailand,THA,1988,26579741
Thailand,THA,1989,27013069
Thailand,THA,1990,27437668
Thailand,THA,1991,27855389
Thailand,THA,1992,28268960
Thailand,THA,1993,28677280
Thailand,THA,1994,29073781
Thailand,THA,1995,29459638
Thailand,THA,1996,29833861
Thailand,THA,1997,30196639
Thailand,THA,1998,30553952
Thailand,THA,1999,30899856
Thailand,THA,2000,31222293
Thailand,THA,2001,31524458
Thailand,THA,2002,31815583
Thailand,THA,2003,32100542
Thailand,THA,2004,32377320
Thailand,THA,2005,32645487
Thailand,THA,2006,32906755
Thailand,THA,2007,33161080
Thailand,THA,2008,33407479
Thailand,THA,2009,33645648
Thailand,THA,2010,33856529
Thailand,THA,2011,34044534
Thailand,THA,2012,34229828
Thailand,THA,2013,34403329
Thailand,THA,2014,34556464
Thailand,THA,2015,34684566
Thailand,THA,2016,34808523
Thailand,THA,2017,34921720
Thailand,THA,2018,34991231
Thailand,THA,2019,35023530
Thailand,THA,2020,35040391
Thailand,THA,2021,35041129
Thailand,THA,2022,35005291
Thailand,THA,2023,34950001
Turkey,TUR,1950,10542759
Turkey,TUR,1951,10881230
Turkey,TUR,1952,11233000
Turkey,TUR,1953,11596871
Turkey,TUR,1954,11965431
Turkey,TUR,1955,12329725
Turkey,TUR,1956,12724469
Turkey,TUR,1957,13154074
Turkey,TUR,1958,13583975
Turkey,TUR,1959,14011917
Turkey,TUR,1960,14427657
Turkey,TUR,1961,14824772
Turkey,TUR,1962,15217308
Turkey,TUR,1963,15617168
Turkey,TUR,1964,16019693
Turkey,TUR,1965,16414211
Turkey,TUR,1966,16827155
Turkey,TUR,1967,17264104
Turkey,TUR,1968,17700342
Turkey,TUR,1969,18133704
Turkey,TUR,1970,18563693
Turkey,TUR,1971,19038463
Turkey,TUR,1972,19553794
Turkey,TUR,1973,20062723
